"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"McKinley County, NM"	"35031"	"2001"	"2001"	13	74387	Unreliable
	"McKinley County, NM"	"35031"	"2006"	"2006"	11	70541	Unreliable
	"McKinley County, NM"	"35031"	"2007"	"2007"	11	69959	Unreliable
	"McKinley County, NM"	"35031"	"2008"	"2008"	10	70449	Unreliable
	"McKinley County, NM"	"35031"	"2009"	"2009"	11	70567	Unreliable
	"McKinley County, NM"	"35031"	"2010"	"2010"	13	71492	Unreliable
	"McKinley County, NM"	"35031"	"2011"	"2011"	13	73664	Unreliable
	"McKinley County, NM"	"35031"	"2012"	"2012"	11	73016	Unreliable
	"McKinley County, NM"	"35031"	"2014"	"2014"	12	74098	Unreliable
	"McKinley County, NM"	"35031"	"2015"	"2015"	10	76708	Unreliable
	"McKinley County, NM"	"35031"	"2016"	"2016"	13	74923	Unreliable
	"Otero County, NM"	"35035"	"2004"	"2004"	11	62662	Unreliable
	"Rio Arriba County, NM"	"35039"	"2005"	"2005"	10	40198	Unreliable
	"San Juan County, NM"	"35045"	"2005"	"2005"	11	124809	Unreliable
	"San Juan County, NM"	"35045"	"2007"	"2007"	18	126149	Unreliable
	"San Juan County, NM"	"35045"	"2008"	"2008"	11	126905	Unreliable
	"San Juan County, NM"	"35045"	"2010"	"2010"	12	130044	Unreliable
	"San Juan County, NM"	"35045"	"2011"	"2011"	11	128200	Unreliable
	"San Juan County, NM"	"35045"	"2012"	"2012"	10	128529	Unreliable
	"San Juan County, NM"	"35045"	"2013"	"2013"	13	126503	Unreliable
	"San Juan County, NM"	"35045"	"2014"	"2014"	11	123785	Unreliable
	"San Juan County, NM"	"35045"	"2016"	"2016"	14	115079	Unreliable
	"San Miguel County, NM"	"35047"	"2000"	"2000"	10	30126	Unreliable
	"Santa Fe County, NM"	"35049"	"1999"	"1999"	10	127966	Unreliable
	"Santa Fe County, NM"	"35049"	"2000"	"2000"	14	129292	Unreliable
	"Santa Fe County, NM"	"35049"	"2010"	"2010"	12	144170	Unreliable
	"Santa Fe County, NM"	"35049"	"2011"	"2011"	11	145648	Unreliable
	"Santa Fe County, NM"	"35049"	"2012"	"2012"	12	146375	Unreliable
	"Santa Fe County, NM"	"35049"	"2014"	"2014"	10	148164	Unreliable
	"Valencia County, NM"	"35061"	"2000"	"2000"	11	66152	Unreliable
	"Valencia County, NM"	"35061"	"2004"	"2004"	14	69021	Unreliable
	"Valencia County, NM"	"35061"	"2008"	"2008"	14	74879	Unreliable
	"Valencia County, NM"	"35061"	"2009"	"2009"	12	75770	Unreliable
	"Albany County, NY"	"36001"	"1999"	"1999"	14	294692	Unreliable
	"Albany County, NY"	"36001"	"2000"	"2000"	13	294565	Unreliable
	"Albany County, NY"	"36001"	"2001"	"2001"	10	296232	Unreliable
	"Albany County, NY"	"36001"	"2002"	"2002"	12	298283	Unreliable
	"Albany County, NY"	"36001"	"2005"	"2005"	10	302791	Unreliable
	"Albany County, NY"	"36001"	"2008"	"2008"	12	303739	Unreliable
	"Albany County, NY"	"36001"	"2013"	"2013"	11	306945	Unreliable
	"Albany County, NY"	"36001"	"2014"	"2014"	12	308171	Unreliable
	"Bronx County, NY"	"36005"	"1999"	"1999"	147	1317895	11.2
	"Bronx County, NY"	"36005"	"2000"	"2000"	187	1332650	14.0
	"Bronx County, NY"	"36005"	"2001"	"2001"	202	1346555	15.0
	"Bronx County, NY"	"36005"	"2002"	"2002"	165	1358739	12.1
	"Bronx County, NY"	"36005"	"2003"	"2003"	148	1362373	10.9
	"Bronx County, NY"	"36005"	"2004"	"2004"	137	1358963	10.1
	"Bronx County, NY"	"36005"	"2005"	"2005"	141	1351736	10.4
	"Bronx County, NY"	"36005"	"2006"	"2006"	151	1348164	11.2
	"Bronx County, NY"	"36005"	"2007"	"2007"	128	1354056	9.5
	"Bronx County, NY"	"36005"	"2008"	"2008"	134	1363488	9.8
	"Bronx County, NY"	"36005"	"2009"	"2009"	112	1376261	8.1
	"Bronx County, NY"	"36005"	"2010"	"2010"	132	1385108	9.5
	"Bronx County, NY"	"36005"	"2011"	"2011"	145	1392002	10.4
	"Bronx County, NY"	"36005"	"2012"	"2012"	120	1408473	8.5
	"Bronx County, NY"	"36005"	"2013"	"2013"	80	1418733	5.6
	"Bronx County, NY"	"36005"	"2014"	"2014"	109	1438159	7.6
	"Bronx County, NY"	"36005"	"2015"	"2015"	97	1455444	6.7
	"Bronx County, NY"	"36005"	"2016"	"2016"	99	1455720	6.8
	"Broome County, NY"	"36007"	"2009"	"2009"	17	200935	Unreliable
	"Dutchess County, NY"	"36027"	"1999"	"1999"	12	277586	Unreliable
	"Dutchess County, NY"	"36027"	"2007"	"2007"	14	295319	Unreliable
	"Dutchess County, NY"	"36027"	"2010"	"2010"	14	297488	Unreliable
	"Dutchess County, NY"	"36027"	"2013"	"2013"	15	296916	Unreliable
	"Erie County, NY"	"36029"	"1999"	"1999"	31	952546	3.3
	"Erie County, NY"	"36029"	"2000"	"2000"	36	950265	3.8
	"Erie County, NY"	"36029"	"2001"	"2001"	68	946515	7.2
	"Erie County, NY"	"36029"	"2002"	"2002"	47	943551	5.0
	"Erie County, NY"	"36029"	"2003"	"2003"	61	941846	6.5
	"Erie County, NY"	"36029"	"2004"	"2004"	50	938333	5.3
	"Erie County, NY"	"36029"	"2005"	"2005"	59	931745	6.3
	"Erie County, NY"	"36029"	"2006"	"2006"	81	925564	8.8
	"Erie County, NY"	"36029"	"2007"	"2007"	60	921887	6.5
	"Erie County, NY"	"36029"	"2008"	"2008"	43	920571	4.7
	"Erie County, NY"	"36029"	"2009"	"2009"	69	919334	7.5
	"Erie County, NY"	"36029"	"2010"	"2010"	59	919040	6.4
	"Erie County, NY"	"36029"	"2011"	"2011"	43	918028	4.7
	"Erie County, NY"	"36029"	"2012"	"2012"	57	919086	6.2
	"Erie County, NY"	"36029"	"2013"	"2013"	56	919866	6.1
	"Erie County, NY"	"36029"	"2014"	"2014"	66	922835	7.2
	"Erie County, NY"	"36029"	"2015"	"2015"	52	922578	5.6
	"Erie County, NY"	"36029"	"2016"	"2016"	56	921046	6.1
	"Kings County, NY"	"36047"	"1999"	"1999"	281	2447352	11.5
	"Kings County, NY"	"36047"	"2000"	"2000"	264	2465326	10.7
	"Kings County, NY"	"36047"	"2001"	"2001"	271	2477252	10.9
	"Kings County, NY"	"36047"	"2002"	"2002"	222	2480559	8.9
	"Kings County, NY"	"36047"	"2003"	"2003"	241	2472999	9.7
	"Kings County, NY"	"36047"	"2004"	"2004"	231	2459094	9.4
	"Kings County, NY"	"36047"	"2005"	"2005"	218	2445809	8.9
	"Kings County, NY"	"36047"	"2006"	"2006"	219	2436132	9.0
	"Kings County, NY"	"36047"	"2007"	"2007"	219	2441324	9.0
	"Kings County, NY"	"36047"	"2008"	"2008"	216	2460361	8.8
	"Kings County, NY"	"36047"	"2009"	"2009"	213	2487751	8.6
	"Kings County, NY"	"36047"	"2010"	"2010"	223	2504700	8.9
	"Kings County, NY"	"36047"	"2011"	"2011"	193	2532645	7.6
	"Kings County, NY"	"36047"	"2012"	"2012"	152	2565635	5.9
	"Kings County, NY"	"36047"	"2013"	"2013"	145	2592149	5.6
	"Kings County, NY"	"36047"	"2014"	"2014"	125	2621793	4.8
	"Kings County, NY"	"36047"	"2015"	"2015"	151	2636735	5.7
	"Kings County, NY"	"36047"	"2016"	"2016"	141	2629150	5.4
	"Monroe County, NY"	"36055"	"1999"	"1999"	34	733679	4.6
	"Monroe County, NY"	"36055"	"2000"	"2000"	46	735343	6.3
	"Monroe County, NY"	"36055"	"2001"	"2001"	46	739891	6.2
	"Monroe County, NY"	"36055"	"2002"	"2002"	48	741391	6.5
	"Monroe County, NY"	"36055"	"2003"	"2003"	62	741671	8.4
	"Monroe County, NY"	"36055"	"2004"	"2004"	41	741075	5.5
	"Monroe County, NY"	"36055"	"2005"	"2005"	56	738506	7.6
	"Monroe County, NY"	"36055"	"2006"	"2006"	49	738329	6.6
	"Monroe County, NY"	"36055"	"2007"	"2007"	54	739249	7.3
	"Monroe County, NY"	"36055"	"2008"	"2008"	46	741018	6.2
	"Monroe County, NY"	"36055"	"2009"	"2009"	30	743386	4.0
	"Monroe County, NY"	"36055"	"2010"	"2010"	50	744344	6.7
	"Monroe County, NY"	"36055"	"2011"	"2011"	42	745625	5.6
	"Monroe County, NY"	"36055"	"2012"	"2012"	37	747813	4.9
	"Monroe County, NY"	"36055"	"2013"	"2013"	47	749606	6.3
	"Monroe County, NY"	"36055"	"2014"	"2014"	35	749857	4.7
	"Monroe County, NY"	"36055"	"2015"	"2015"	43	749600	5.7
	"Monroe County, NY"	"36055"	"2016"	"2016"	52	747727	7.0
	"Nassau County, NY"	"36059"	"1999"	"1999"	37	1330815	2.8
	"Nassau County, NY"	"36059"	"2000"	"2000"	27	1334544	2.0
	"Nassau County, NY"	"36059"	"2001"	"2001"	28	1337086	2.1
	"Nassau County, NY"	"36059"	"2002"	"2002"	41	1339572	3.1
	"Nassau County, NY"	"36059"	"2003"	"2003"	30	1339761	2.2
	"Nassau County, NY"	"36059"	"2004"	"2004"	21	1337964	1.6
	"Nassau County, NY"	"36059"	"2005"	"2005"	23	1332318	1.7
	"Nassau County, NY"	"36059"	"2006"	"2006"	30	1324905	2.3
	"Nassau County, NY"	"36059"	"2007"	"2007"	25	1322048	1.9
	"Nassau County, NY"	"36059"	"2008"	"2008"	31	1325129	2.3
	"Nassau County, NY"	"36059"	"2009"	"2009"	37	1332088	2.8
	"Nassau County, NY"	"36059"	"2010"	"2010"	34	1339532	2.5
	"Nassau County, NY"	"36059"	"2011"	"2011"	25	1344436	1.9
	"Nassau County, NY"	"36059"	"2012"	"2012"	38	1349233	2.8
	"Nassau County, NY"	"36059"	"2013"	"2013"	28	1352146	2.1
	"Nassau County, NY"	"36059"	"2014"	"2014"	19	1358627	Unreliable
	"Nassau County, NY"	"36059"	"2015"	"2015"	22	1361350	1.6
	"Nassau County, NY"	"36059"	"2016"	"2016"	25	1361500	1.8
	"New York County, NY"	"36061"	"1999"	"1999"	114	1535624	7.4
	"New York County, NY"	"36061"	"2000"	"2000"	108	1537195	7.0
	"New York County, NY"	"36061"	"2001"	"2001"	107	1555729	6.9
	"New York County, NY"	"36061"	"2002"	"2002"	84	1555382	5.4
	"New York County, NY"	"36061"	"2003"	"2003"	75	1562154	4.8
	"New York County, NY"	"36061"	"2004"	"2004"	72	1569947	4.6
	"New York County, NY"	"36061"	"2005"	"2005"	80	1573573	5.1
	"New York County, NY"	"36061"	"2006"	"2006"	87	1578171	5.5
	"New York County, NY"	"36061"	"2007"	"2007"	50	1581402	3.2
	"New York County, NY"	"36061"	"2008"	"2008"	66	1587022	4.2
	"New York County, NY"	"36061"	"2009"	"2009"	60	1583431	3.8
	"New York County, NY"	"36061"	"2010"	"2010"	48	1585873	3.0
	"New York County, NY"	"36061"	"2011"	"2011"	69	1601948	4.3
	"New York County, NY"	"36061"	"2012"	"2012"	51	1619090	3.1
	"New York County, NY"	"36061"	"2013"	"2013"	35	1626159	2.2
	"New York County, NY"	"36061"	"2014"	"2014"	32	1636268	2.0
	"New York County, NY"	"36061"	"2015"	"2015"	35	1644518	2.1
	"New York County, NY"	"36061"	"2016"	"2016"	40	1643734	2.4
	"Niagara County, NY"	"36063"	"2003"	"2003"	10	218072	Unreliable
	"Niagara County, NY"	"36063"	"2006"	"2006"	10	216148	Unreliable
	"Niagara County, NY"	"36063"	"2016"	"2016"	12	211758	Unreliable
	"Oneida County, NY"	"36065"	"2001"	"2001"	12	234247	Unreliable
	"Oneida County, NY"	"36065"	"2006"	"2006"	10	234229	Unreliable
	"Oneida County, NY"	"36065"	"2013"	"2013"	12	233585	Unreliable
	"Onondaga County, NY"	"36067"	"2000"	"2000"	19	458336	Unreliable
	"Onondaga County, NY"	"36067"	"2001"	"2001"	20	458576	4.4
	"Onondaga County, NY"	"36067"	"2002"	"2002"	28	459484	6.1
	"Onondaga County, NY"	"36067"	"2003"	"2003"	19	460961	Unreliable
	"Onondaga County, NY"	"36067"	"2004"	"2004"	18	461412	Unreliable
	"Onondaga County, NY"	"36067"	"2005"	"2005"	16	460910	Unreliable
	"Onondaga County, NY"	"36067"	"2006"	"2006"	14	460925	Unreliable
	"Onondaga County, NY"	"36067"	"2007"	"2007"	24	461287	5.2
	"Onondaga County, NY"	"36067"	"2008"	"2008"	26	463472	5.6
	"Onondaga County, NY"	"36067"	"2009"	"2009"	28	465633	6.0
	"Onondaga County, NY"	"36067"	"2010"	"2010"	21	467026	4.5
	"Onondaga County, NY"	"36067"	"2011"	"2011"	20	466960	4.3
	"Onondaga County, NY"	"36067"	"2012"	"2012"	14	466852	Unreliable
	"Onondaga County, NY"	"36067"	"2013"	"2013"	29	468387	6.2
	"Onondaga County, NY"	"36067"	"2014"	"2014"	19	468196	Unreliable
	"Onondaga County, NY"	"36067"	"2015"	"2015"	25	468463	5.3
	"Onondaga County, NY"	"36067"	"2016"	"2016"	35	466194	7.5
	"Orange County, NY"	"36071"	"1999"	"1999"	10	336630	Unreliable
	"Orange County, NY"	"36071"	"2001"	"2001"	15	347674	Unreliable
	"Orange County, NY"	"36071"	"2004"	"2004"	12	362934	Unreliable
	"Orange County, NY"	"36071"	"2008"	"2008"	10	370201	Unreliable
	"Orange County, NY"	"36071"	"2010"	"2010"	16	372813	Unreliable
	"Orange County, NY"	"36071"	"2011"	"2011"	10	374872	Unreliable
	"Orange County, NY"	"36071"	"2012"	"2012"	17	374512	Unreliable
	"Orange County, NY"	"36071"	"2013"	"2013"	12	375592	Unreliable
	"Orange County, NY"	"36071"	"2014"	"2014"	10	376099	Unreliable
	"Orange County, NY"	"36071"	"2016"	"2016"	14	379210	Unreliable
	"Queens County, NY"	"36081"	"1999"	"1999"	125	2208975	5.7
	"Queens County, NY"	"36081"	"2000"	"2000"	115	2229379	5.2
	"Queens County, NY"	"36081"	"2001"	"2001"	95	2231316	4.3
	"Queens County, NY"	"36081"	"2002"	"2002"	111	2224507	5.0
	"Queens County, NY"	"36081"	"2003"	"2003"	131	2214608	5.9
	"Queens County, NY"	"36081"	"2004"	"2004"	105	2198516	4.8
	"Queens County, NY"	"36081"	"2005"	"2005"	107	2185222	4.9
	"Queens County, NY"	"36081"	"2006"	"2006"	91	2173862	4.2
	"Queens County, NY"	"36081"	"2007"	"2007"	86	2177351	3.9
	"Queens County, NY"	"36081"	"2008"	"2008"	99	2193623	4.5
	"Queens County, NY"	"36081"	"2009"	"2009"	80	2217166	3.6
	"Queens County, NY"	"36081"	"2010"	"2010"	105	2230722	4.7
	"Queens County, NY"	"36081"	"2011"	"2011"	87	2247848	3.9
	"Queens County, NY"	"36081"	"2012"	"2012"	82	2272771	3.6
	"Queens County, NY"	"36081"	"2013"	"2013"	66	2296175	2.9
	"Queens County, NY"	"36081"	"2014"	"2014"	70	2321580	3.0
	"Queens County, NY"	"36081"	"2015"	"2015"	65	2339150	2.8
	"Queens County, NY"	"36081"	"2016"	"2016"	55	2333054	2.4
	"Richmond County, NY"	"36085"	"1999"	"1999"	27	437814	6.2
	"Richmond County, NY"	"36085"	"2000"	"2000"	22	443728	5.0
	"Richmond County, NY"	"36085"	"2001"	"2001"	16	448961	Unreliable
	"Richmond County, NY"	"36085"	"2002"	"2002"	12	452813	Unreliable
	"Richmond County, NY"	"36085"	"2003"	"2003"	15	455939	Unreliable
	"Richmond County, NY"	"36085"	"2005"	"2005"	20	457028	4.4
	"Richmond County, NY"	"36085"	"2006"	"2006"	26	457577	5.7
	"Richmond County, NY"	"36085"	"2007"	"2007"	16	459642	Unreliable
	"Richmond County, NY"	"36085"	"2008"	"2008"	24	463701	5.2
	"Richmond County, NY"	"36085"	"2009"	"2009"	20	466965	4.3
	"Richmond County, NY"	"36085"	"2010"	"2010"	21	468730	4.5
	"Richmond County, NY"	"36085"	"2011"	"2011"	16	470467	Unreliable
	"Richmond County, NY"	"36085"	"2012"	"2012"	11	470728	Unreliable
	"Richmond County, NY"	"36085"	"2014"	"2014"	18	473279	Unreliable
	"Richmond County, NY"	"36085"	"2015"	"2015"	15	474558	Unreliable
	"Richmond County, NY"	"36085"	"2016"	"2016"	16	476015	Unreliable
	"Schenectady County, NY"	"36093"	"2002"	"2002"	11	147199	Unreliable
	"Schenectady County, NY"	"36093"	"2003"	"2003"	10	147891	Unreliable
	"Schenectady County, NY"	"36093"	"2013"	"2013"	11	155333	Unreliable
	"Suffolk County, NY"	"36103"	"1999"	"1999"	34	1406161	2.4
	"Suffolk County, NY"	"36103"	"2000"	"2000"	34	1419369	2.4
	"Suffolk County, NY"	"36103"	"2001"	"2001"	37	1442488	2.6
	"Suffolk County, NY"	"36103"	"2002"	"2002"	22	1456745	1.5
	"Suffolk County, NY"	"36103"	"2003"	"2003"	34	1470849	2.3
	"Suffolk County, NY"	"36103"	"2004"	"2004"	36	1478215	2.4
	"Suffolk County, NY"	"36103"	"2005"	"2005"	29	1477687	2.0
	"Suffolk County, NY"	"36103"	"2006"	"2006"	42	1475626	2.8
	"Suffolk County, NY"	"36103"	"2007"	"2007"	37	1475255	2.5
	"Suffolk County, NY"	"36103"	"2008"	"2008"	41	1480218	2.8
	"Suffolk County, NY"	"36103"	"2009"	"2009"	38	1487206	2.6
	"Suffolk County, NY"	"36103"	"2010"	"2010"	55	1493350	3.7
	"Suffolk County, NY"	"36103"	"2011"	"2011"	42	1498816	2.8
	"Suffolk County, NY"	"36103"	"2012"	"2012"	25	1499273	1.7
	"Suffolk County, NY"	"36103"	"2013"	"2013"	38	1499738	2.5
	"Suffolk County, NY"	"36103"	"2014"	"2014"	32	1502968	2.1
	"Suffolk County, NY"	"36103"	"2015"	"2015"	32	1501587	2.1
	"Suffolk County, NY"	"36103"	"2016"	"2016"	38	1492583	2.5
	"Westchester County, NY"	"36119"	"1999"	"1999"	18	918532	Unreliable
	"Westchester County, NY"	"36119"	"2000"	"2000"	31	923459	3.4
	"Westchester County, NY"	"36119"	"2001"	"2001"	22	931577	2.4
	"Westchester County, NY"	"36119"	"2002"	"2002"	31	935219	3.3
	"Westchester County, NY"	"36119"	"2003"	"2003"	33	935799	3.5
	"Westchester County, NY"	"36119"	"2004"	"2004"	30	935457	3.2
	"Westchester County, NY"	"36119"	"2005"	"2005"	29	933401	3.1
	"Westchester County, NY"	"36119"	"2006"	"2006"	28	931426	3.0
	"Westchester County, NY"	"36119"	"2007"	"2007"	23	933414	2.5
	"Westchester County, NY"	"36119"	"2008"	"2008"	30	937449	3.2
	"Westchester County, NY"	"36119"	"2009"	"2009"	24	944201	2.5
	"Westchester County, NY"	"36119"	"2010"	"2010"	20	949113	2.1
	"Westchester County, NY"	"36119"	"2011"	"2011"	29	955899	3.0
	"Westchester County, NY"	"36119"	"2012"	"2012"	21	961670	2.2
	"Westchester County, NY"	"36119"	"2013"	"2013"	12	968802	Unreliable
	"Westchester County, NY"	"36119"	"2014"	"2014"	19	972634	Unreliable
	"Westchester County, NY"	"36119"	"2015"	"2015"	21	976396	2.2
	"Westchester County, NY"	"36119"	"2016"	"2016"	21	974542	2.2
	"Alamance County, NC"	"37001"	"1999"	"1999"	11	128743	Unreliable
	"Alamance County, NC"	"37001"	"2002"	"2002"	10	135239	Unreliable
	"Alamance County, NC"	"37001"	"2010"	"2010"	10	151131	Unreliable
	"Alamance County, NC"	"37001"	"2015"	"2015"	10	158276	Unreliable
	"Alamance County, NC"	"37001"	"2016"	"2016"	12	159688	Unreliable
	"Brunswick County, NC"	"37019"	"2000"	"2000"	11	73143	Unreliable
	"Buncombe County, NC"	"37021"	"2002"	"2002"	16	211841	Unreliable
	"Buncombe County, NC"	"37021"	"2003"	"2003"	11	214982	Unreliable
	"Buncombe County, NC"	"37021"	"2004"	"2004"	13	218139	Unreliable
	"Buncombe County, NC"	"37021"	"2005"	"2005"	16	221642	Unreliable
	"Buncombe County, NC"	"37021"	"2007"	"2007"	16	230766	Unreliable
	"Buncombe County, NC"	"37021"	"2013"	"2013"	16	247912	Unreliable
	"Buncombe County, NC"	"37021"	"2016"	"2016"	12	256088	Unreliable
	"Cabarrus County, NC"	"37025"	"2008"	"2008"	15	171915	Unreliable
	"Cabarrus County, NC"	"37025"	"2013"	"2013"	15	187226	Unreliable
	"Catawba County, NC"	"37035"	"2000"	"2000"	11	141685	Unreliable
	"Catawba County, NC"	"37035"	"2004"	"2004"	11	147016	Unreliable
	"Catawba County, NC"	"37035"	"2007"	"2007"	10	152448	Unreliable
	"Catawba County, NC"	"37035"	"2008"	"2008"	15	153848	Unreliable
	"Catawba County, NC"	"37035"	"2009"	"2009"	10	154610	Unreliable
	"Catawba County, NC"	"37035"	"2011"	"2011"	10	154181	Unreliable
	"Catawba County, NC"	"37035"	"2012"	"2012"	13	154339	Unreliable
	"Cleveland County, NC"	"37045"	"2000"	"2000"	12	96287	Unreliable
	"Cleveland County, NC"	"37045"	"2001"	"2001"	16	96861	Unreliable
	"Cleveland County, NC"	"37045"	"2002"	"2002"	17	97068	Unreliable
	"Cleveland County, NC"	"37045"	"2003"	"2003"	16	97241	Unreliable
	"Cleveland County, NC"	"37045"	"2004"	"2004"	14	97134	Unreliable
	"Cleveland County, NC"	"37045"	"2006"	"2006"	10	96990	Unreliable
	"Columbus County, NC"	"37047"	"2000"	"2000"	10	54749	Unreliable
	"Columbus County, NC"	"37047"	"2004"	"2004"	12	55099	Unreliable
	"Columbus County, NC"	"37047"	"2005"	"2005"	13	55155	Unreliable
	"Columbus County, NC"	"37047"	"2012"	"2012"	10	57638	Unreliable
	"Columbus County, NC"	"37047"	"2013"	"2013"	11	57246	Unreliable
	"Columbus County, NC"	"37047"	"2014"	"2014"	12	56953	Unreliable
	"Craven County, NC"	"37049"	"2000"	"2000"	11	91436	Unreliable
	"Craven County, NC"	"37049"	"2009"	"2009"	11	101923	Unreliable
	"Craven County, NC"	"37049"	"2015"	"2015"	12	103451	Unreliable
	"Cumberland County, NC"	"37051"	"1999"	"1999"	25	301608	8.3
	"Cumberland County, NC"	"37051"	"2000"	"2000"	45	302963	14.9
	"Cumberland County, NC"	"37051"	"2001"	"2001"	40	304316	13.1
	"Cumberland County, NC"	"37051"	"2002"	"2002"	40	305697	13.1
	"Cumberland County, NC"	"37051"	"2003"	"2003"	25	303318	8.2
	"Cumberland County, NC"	"37051"	"2004"	"2004"	27	307629	8.8
	"Cumberland County, NC"	"37051"	"2005"	"2005"	22	303695	7.2
	"Cumberland County, NC"	"37051"	"2006"	"2006"	31	307365	10.1
	"Cumberland County, NC"	"37051"	"2007"	"2007"	29	308284	9.4
	"Cumberland County, NC"	"37051"	"2008"	"2008"	37	311800	11.9
	"Cumberland County, NC"	"37051"	"2009"	"2009"	34	317252	10.7
	"Cumberland County, NC"	"37051"	"2010"	"2010"	25	319431	7.8
	"Cumberland County, NC"	"37051"	"2011"	"2011"	35	324885	10.8
	"Cumberland County, NC"	"37051"	"2012"	"2012"	41	324049	12.7
	"Cumberland County, NC"	"37051"	"2013"	"2013"	39	325871	12.0
	"Cumberland County, NC"	"37051"	"2014"	"2014"	37	326328	11.3
	"Cumberland County, NC"	"37051"	"2015"	"2015"	28	323838	8.6
	"Cumberland County, NC"	"37051"	"2016"	"2016"	41	327127	12.5
	"Davidson County, NC"	"37057"	"2000"	"2000"	12	147246	Unreliable
	"Davidson County, NC"	"37057"	"2002"	"2002"	11	151296	Unreliable
	"Davidson County, NC"	"37057"	"2006"	"2006"	10	157209	Unreliable
	"Durham County, NC"	"37063"	"1999"	"1999"	18	219811	Unreliable
	"Durham County, NC"	"37063"	"2000"	"2000"	26	223314	11.6
	"Durham County, NC"	"37063"	"2001"	"2001"	28	228978	12.2
	"Durham County, NC"	"37063"	"2002"	"2002"	36	233505	15.4
	"Durham County, NC"	"37063"	"2003"	"2003"	22	235570	9.3
	"Durham County, NC"	"37063"	"2004"	"2004"	29	238376	12.2
	"Durham County, NC"	"37063"	"2005"	"2005"	36	241785	14.9
	"Durham County, NC"	"37063"	"2006"	"2006"	23	246929	9.3
	"Durham County, NC"	"37063"	"2007"	"2007"	27	252796	10.7
	"Durham County, NC"	"37063"	"2008"	"2008"	28	259356	10.8
	"Durham County, NC"	"37063"	"2009"	"2009"	25	265356	9.4
	"Durham County, NC"	"37063"	"2010"	"2010"	31	267587	11.6
	"Durham County, NC"	"37063"	"2011"	"2011"	32	273392	11.7
	"Durham County, NC"	"37063"	"2012"	"2012"	23	279641	8.2
	"Durham County, NC"	"37063"	"2013"	"2013"	32	288133	11.1
	"Durham County, NC"	"37063"	"2014"	"2014"	23	294460	7.8
	"Durham County, NC"	"37063"	"2015"	"2015"	45	300952	15.0
	"Durham County, NC"	"37063"	"2016"	"2016"	43	306212	14.0
	"Edgecombe County, NC"	"37065"	"2005"	"2005"	11	56151	Unreliable
	"Edgecombe County, NC"	"37065"	"2008"	"2008"	13	56420	Unreliable
	"Edgecombe County, NC"	"37065"	"2015"	"2015"	10	54150	Unreliable
	"Forsyth County, NC"	"37067"	"1999"	"1999"	21	303630	6.9
	"Forsyth County, NC"	"37067"	"2000"	"2000"	26	306067	8.5
	"Forsyth County, NC"	"37067"	"2001"	"2001"	23	310807	7.4
	"Forsyth County, NC"	"37067"	"2002"	"2002"	23	314215	7.3
	"Forsyth County, NC"	"37067"	"2003"	"2003"	23	316659	7.3
	"Forsyth County, NC"	"37067"	"2004"	"2004"	24	319997	7.5
	"Forsyth County, NC"	"37067"	"2005"	"2005"	21	325065	6.5
	"Forsyth County, NC"	"37067"	"2006"	"2006"	23	332110	6.9
	"Forsyth County, NC"	"37067"	"2007"	"2007"	27	338638	8.0
	"Forsyth County, NC"	"37067"	"2008"	"2008"	23	344330	6.7
	"Forsyth County, NC"	"37067"	"2009"	"2009"	19	348532	Unreliable
	"Forsyth County, NC"	"37067"	"2010"	"2010"	15	350670	Unreliable
	"Forsyth County, NC"	"37067"	"2011"	"2011"	19	354952	Unreliable
	"Forsyth County, NC"	"37067"	"2012"	"2012"	13	358137	Unreliable
	"Forsyth County, NC"	"37067"	"2013"	"2013"	16	361220	Unreliable
	"Forsyth County, NC"	"37067"	"2014"	"2014"	20	365298	5.5
	"Forsyth County, NC"	"37067"	"2015"	"2015"	15	369019	Unreliable
	"Forsyth County, NC"	"37067"	"2016"	"2016"	26	371511	7.0
	"Gaston County, NC"	"37071"	"1999"	"1999"	25	189127	13.2
	"Gaston County, NC"	"37071"	"2000"	"2000"	10	190365	Unreliable
	"Gaston County, NC"	"37071"	"2001"	"2001"	18	191424	Unreliable
	"Gaston County, NC"	"37071"	"2002"	"2002"	15	191930	Unreliable
	"Gaston County, NC"	"37071"	"2003"	"2003"	11	191545	Unreliable
	"Gaston County, NC"	"37071"	"2005"	"2005"	12	193527	Unreliable
	"Gaston County, NC"	"37071"	"2007"	"2007"	10	200377	Unreliable
